ticket_id,account_id,submitted_at,closed_at,resolution_time_hours,priority,first_response_time_minutes,satisfaction_score,escalation_flag
T-3b516f,A-1b7577,,,19,urgent,167,5.0,
T-30c6e3,A-eb2fdc,,,27,low,30,5.0,
T-052718,A-241e75,,,8,medium,69,4.0,
T-08c89b,A-309e54,,,36,urgent,82,3.0,
T-74e1b9,A-0dbdc6,,,21,low,138,4.0,
T-20a128,A-7988d1,,,45,urgent,31,3.0,
T-d23a9b,A-ad296b,,,31,urgent,95,5.0,
T-c55d61,A-8ed5dd,,,6,high,8,4.0,
T-2626fb,A-67be94,,,14,high,168,4.0,
T-8ed20f,A-54d94a,,,18,medium,78,4.0,
T-01dc5a,A-fd9422,,,70,urgent,115,4.0,
T-279c10,A-1e6fc3,,,33,high,149,4.0,
T-a48070,A-856b1e,,,38,low,111,4.0,
T-aa897f,A-751c58,,,41,low,93,5.0,
T-48d493,A-8145a0,,,39,medium,122,4.0,
T-4d4a28,A-fd9422,,,23,medium,162,4.0,
T-141bed,A-50f3f7,,,30,low,2,4.0,
T-ca5ab4,A-53f4e3,,,39,urgent,98,5.0,
T-74be0c,A-bcf664,,,2,high,4,4.0,
T-2968aa,A-016043,,,59,low,143,4.0,
T-9fff22,A-b07346,,,52,medium,162,4.0,
T-6503b3,A-9123ac,,,66,high,24,5.0,
T-2e478d,A-6965e1,,,42,medium,175,4.0,
T-6d8847,A-3a5ad8,,,50,urgent,27,4.0,
T-245f39,A-e3bd71,,,19,urgent,105,4.0,
T-c3e2dd,A-202b67,,,69,medium,109,4.0,
T-a32345,A-503d5a,,,7,medium,54,4.0,
T-42f9b6,A-bcf664,,,12,urgent,172,4.0,
T-399cd5,A-5247b3,,,23,urgent,62,3.0,
T-5c4e0b,A-c608c8,,,60,medium,39,3.0,
T-611dd2,A-86902e,,,29,medium,166,3.0,
T-b48c61,A-2789e3,,,69,medium,74,4.0,
T-34025b,A-5c9849,,,70,urgent,104,4.0,
T-a0a7fe,A-55f257,,,31,medium,160,4.0,
T-8c66ed,A-7c83a1,,,65,low,38,4.0,
T-6e55e5,A-0f7d77,,,27,high,48,5.0,
T-526bb5,A-1986ca,,,41,high,135,4.0,
T-c25880,A-9289f6,,,35,medium,59,5.0,
T-c87e58,A-716841,,,64,low,102,5.0,
T-8d611d,A-2e3bad,,,31,medium,125,3.0,
T-a7ddd2,A-1ac5e0,,,60,high,169,4.0,
T-e44461,A-7f29a7,,,24,urgent,5,4.0,
T-b2d025,A-3793ee,,,44,low,176,4.0,
T-65a10b,A-ad3abd,,,13,medium,12,3.0,
T-0c9c88,A-0baac2,,,53,high,89,5.0,
T-0eef43,A-fa2041,,,16,low,99,3.0,
T-662a1c,A-e19ff6,,,32,urgent,74,5.0,
T-f37486,A-7641d3,,,5,urgent,123,5.0,
T-633fa7,A-054577,,,46,urgent,70,4.0,
T-a291f6,A-e98302,,,72,urgent,178,4.0,
T-bf9878,A-3ce5b8,,,67,urgent,15,3.0,
T-3345a4,A-6da850,,,57,low,112,4.0,
T-d99655,A-712533,,,48,high,104,4.0,
T-2166d3,A-aa9511,,,56,high,136,4.0,
T-698b5a,A-d62e02,,,36,high,31,4.0,
T-4c47b4,A-f03140,,,8,low,152,5.0,
T-7da6d5,A-781cc0,,,64,high,162,3.0,
T-5e536f,A-40906c,,,32,medium,91,4.0,
T-b94ce2,A-1f559b,,,42,urgent,142,5.0,
T-411de2,A-c9bb3e,,,69,low,7,5.0,
T-458b18,A-22f2df,,,70,urgent,60,5.0,
T-3171ab,A-4c56c9,,,9,low,10,4.0,
T-5435e7,A-7c83a1,,,56,high,140,3.0,
T-9c0369,A-34ea2f,,,40,low,30,4.0,
T-4a3162,A-bcbe98,,,31,urgent,112,5.0,
T-3e6e13,A-e1462e,,,12,urgent,115,3.0,
T-d9ea42,A-b11cd0,,,36,medium,158,5.0,
T-c0b9bc,A-f03140,,,31,urgent,143,3.0,
T-ddae37,A-cc98bc,,,10,low,83,4.0,
T-ebb598,A-84ebe4,,,67,low,132,4.0,
T-008e20,A-b78bf8,,,49,urgent,94,3.0,
T-b41d5c,A-9289f6,,,5,high,71,4.0,
T-e45dfb,A-0f6450,,,16,medium,173,4.0,
T-d6f0ba,A-30b4ca,,,52,low,69,4.0,
T-41e58d,A-9bfc9f,,,4,high,170,4.0,
T-129715,A-54ecc2,,,70,high,97,4.0,
T-fa3300,A-bcf664,,,72,low,80,4.0,
T-fa177b,A-e2cd1b,,,61,low,29,4.0,
T-95c3dd,A-fabe19,,,43,high,15,4.0,
T-57d464,A-671f31,,,44,high,146,4.0,
T-f97334,A-c45b23,,,42,urgent,75,4.0,
T-c2f40f,A-1f0636,,,17,high,68,3.0,
T-6c2263,A-82861f,,,17,medium,150,3.0,
T-9ac5fe,A-068fc6,,,34,urgent,106,4.0,
T-70987d,A-1f7acb,,,57,high,178,4.0,
T-96ccc2,A-186a44,,,24,high,146,4.0,
T-04fe85,A-6f8ad2,,,6,high,121,4.0,
T-8ab6ea,A-dcc3f1,,,45,high,153,4.0,
T-7cb39d,A-3be56b,,,14,medium,32,3.0,
T-831e11,A-cb6cc6,,,5,low,90,4.0,
T-95d237,A-cb5333,,,13,high,54,4.0,
T-b251a1,A-20736a,,,25,urgent,11,3.0,
T-06628f,A-4e960a,,,54,urgent,95,4.0,
T-452a96,A-2ebb4b,,,36,low,149,3.0,
T-702e0f,A-96e141,,,46,high,17,4.0,
T-710a02,A-1b7577,,,10,medium,37,3.0,
T-ca831e,A-9b9fe9,,,8,high,127,4.0,
T-073728,A-b9eed8,,,22,medium,116,4.0,
T-088e00,A-3b37d9,,,63,high,107,4.0,
T-c9862e,A-96215d,,,25,urgent,115,3.0,
T-321bf6,A-5ed98d,,,65,urgent,79,5.0,
T-1df716,A-0b0d6d,,,49,medium,145,4.0,
T-69edbb,A-c16cf7,,,57,low,46,4.0,
T-44cfed,A-592832,,,48,high,68,4.0,
T-7d169d,A-4a4c2d,,,31,medium,121,4.0,
T-1b9875,A-98a59a,,,61,low,48,5.0,
T-0ec7ca,A-e4bf56,,,35,low,59,3.0,
T-22aa61,A-4a4c2d,,,51,low,74,4.0,
T-ec55d4,A-9c18c4,,,69,urgent,67,5.0,
T-cee095,A-e08cd3,,,41,high,129,4.0,
T-45f75a,A-dcc3f1,,,24,high,71,4.0,
T-8b2aa1,A-65a46c,,,37,medium,118,4.0,
T-a617b9,A-1d5444,,,55,high,29,4.0,
T-1850d3,A-0158bb,,,32,urgent,50,3.0,
T-a1bc5a,A-7c6b6b,,,49,low,41,4.0,
T-361ccf,A-ce66f8,,,33,low,33,4.0,
T-0416e6,A-44dc83,,,35,high,120,5.0,
T-c1de5f,A-a09355,,,70,urgent,28,4.0,
T-15233b,A-c62e55,,,15,low,8,4.0,
T-2e0ccd,A-3b37d9,,,41,low,111,4.0,
T-488392,A-bd4513,,,10,high,12,5.0,
T-2be50d,A-3a5ad8,,,14,urgent,16,5.0,
T-6ce2af,A-ccabf0,,,35,high,156,4.0,
T-f1d9e6,A-5a215a,,,18,medium,4,3.0,
T-64293a,A-8ae3fc,,,59,high,65,4.0,
T-9ea26e,A-50bb9f,,,5,medium,88,4.0,
T-5fbdb4,A-2789e3,,,20,medium,116,4.0,
T-627615,A-dec005,,,52,high,124,4.0,
T-7b13df,A-ac85cd,,,23,low,35,4.0,
T-3118d4,A-df1e44,,,68,high,128,4.0,
T-9ac4b7,A-42b791,,,50,medium,20,4.0,
T-5d1f63,A-c42f1f,,,3,low,11,3.0,
T-f81be8,A-503d5a,,,63,low,57,4.0,
T-a952c0,A-855a48,,,48,high,125,4.0,
T-2bafb7,A-7d514c,,,52,high,39,4.0,
T-1761af,A-50bb9f,,,63,low,29,4.0,
T-ca8e8f,A-c608c8,,,58,low,93,4.0,
T-38dc90,A-6dee43,,,72,high,9,5.0,
T-e2a819,A-508199,,,60,low,123,3.0,
T-b1654b,A-3c1a3f,,,51,high,63,4.0,
T-9d2c2c,A-425e76,,,60,medium,50,4.0,
T-759461,A-45ce7a,,,60,low,87,4.0,
T-a6d9f2,A-4437e4,,,2,urgent,168,4.0,
T-88e515,A-1f0ac7,,,44,high,174,4.0,
T-6af11a,A-4ef964,,,58,medium,47,4.0,
T-e85a54,A-7dacce,,,60,urgent,129,4.0,
T-5b2cc5,A-e4bf56,,,7,low,169,4.0,
T-236dda,A-09316c,,,52,high,110,5.0,
T-17e9a8,A-296d7c,,,71,low,118,4.0,
T-0892d2,A-4f18f0,,,4,low,80,3.0,
T-2099b8,A-d4e0d4,,,53,high,119,3.0,
T-739439,A-67be94,,,29,high,32,3.0,
T-9f3c3d,A-417d2f,,,29,low,74,4.0,
T-a5d583,A-462d45,,,36,high,111,4.0,
T-a38b5d,A-fe79a5,,,34,low,32,4.0,
T-3ff542,A-855a48,,,65,low,96,3.0,
T-22582a,A-4ef964,,,65,medium,151,5.0,
T-0bea7d,A-5b4ebb,,,53,low,31,4.0,
T-cc11bd,A-977ca0,,,64,urgent,152,4.0,
T-95369a,A-c37601,,,38,low,124,4.0,
T-7507e8,A-e83938,,,72,medium,26,4.0,
T-9b3f6c,A-ba6516,,,15,medium,44,4.0,
T-f7b50d,A-309e54,,,2,urgent,66,4.0,
T-9a1a87,A-671f31,,,31,high,32,5.0,
T-b386f0,A-5a3eb9,,,5,medium,129,4.0,
T-19bc1e,A-a45270,,,63,high,162,4.0,
T-0f97f5,A-7f4db3,,,19,low,153,3.0,
T-b91d49,A-fb186e,,,7,urgent,107,3.0,
T-3b3bad,A-39ddf4,,,27,medium,116,4.0,
T-499df5,A-625d0b,,,45,urgent,31,4.0,
T-6dd363,A-40a557,,,42,medium,150,3.0,
T-53723b,A-f19409,,,13,medium,45,4.0,
T-afc27c,A-684255,,,17,low,95,4.0,
T-f01315,A-956988,,,57,urgent,153,3.0,
T-2184bf,A-4e960a,,,32,urgent,15,3.0,
T-b23b9f,A-65c341,,,55,low,109,4.0,
T-3444f4,A-902ef7,,,60,urgent,40,4.0,
T-7431ee,A-c70870,,,61,high,171,4.0,
T-935963,A-bcbe98,,,5,low,85,4.0,
T-7a95e0,A-0baac2,,,7,low,54,4.0,
T-eb97d9,A-32fb14,,,21,urgent,115,4.0,
T-d6707b,A-7df7a7,,,50,high,5,5.0,
T-b7489a,A-71615e,,,49,medium,77,4.0,
T-06f51b,A-7dacce,,,26,high,5,4.0,
T-f35250,A-151c9a,,,39,high,137,4.0,
T-7dedc0,A-a8d89d,,,29,low,146,5.0,
T-c248c0,A-0baac2,,,59,high,54,3.0,
T-bd44ab,A-bcf87c,,,56,medium,59,5.0,
T-060d32,A-854864,,,62,high,177,5.0,
T-4b7f17,A-354f12,,,47,medium,171,4.0,
T-8ea29d,A-ee42db,,,14,high,164,4.0,
T-0217dd,A-484819,,,19,urgent,78,5.0,
T-8c0ca5,A-cbbe12,,,39,high,158,4.0,
T-c15cd8,A-e3bd71,,,54,medium,132,5.0,
T-08abd6,A-dfbd31,,,34,medium,72,3.0,
T-6f6f56,A-fd9422,,,54,low,157,3.0,
T-4dc394,A-3f9cc0,,,2,medium,159,4.0,
T-a594a0,A-4bfa33,,,19,medium,84,4.0,
T-46fbb6,A-69fad4,,,54,low,167,4.0,
T-88aac2,A-c9bb3e,,,29,urgent,161,4.0,
T-65364e,A-5f7781,,,6,high,63,4.0,
T-fa9585,A-0a282f,,,18,medium,144,4.0,
T-0afa9f,A-e08cd3,,,41,low,79,4.0,
T-88f56c,A-1f7acb,,,37,urgent,146,3.0,
T-a28b90,A-b30291,,,16,urgent,1,4.0,
T-c27824,A-54ecc2,,,7,low,55,5.0,
T-fa10d0,A-0651a4,,,3,urgent,18,4.0,
T-3b0545,A-c16101,,,24,high,168,4.0,
T-c67f26,A-e2cd1b,,,27,urgent,72,5.0,
T-c779b5,A-50bb9f,,,47,urgent,33,4.0,
T-4291f4,A-1ac5e0,,,42,high,136,3.0,
T-ad61d7,A-271f46,,,36,medium,79,4.0,
T-6b1bf1,A-180abf,,,34,medium,5,3.0,
T-00183b,A-37f969,,,6,medium,5,4.0,
T-d37bb3,A-524364,,,19,urgent,57,4.0,
T-2e3ee5,A-9bfc9f,,,13,low,45,4.0,
T-fbe6c4,A-526d93,,,72,high,148,3.0,
T-1d1488,A-90a8c8,,,59,urgent,71,4.0,
T-34c636,A-2922b6,,,4,high,70,4.0,
T-0aacaa,A-671f31,,,26,urgent,22,4.0,
T-3c9151,A-59f724,,,29,urgent,146,4.0,
T-3915f7,A-310452,,,11,medium,139,3.0,
T-b7fe89,A-bad8c1,,,27,high,49,4.0,
T-f47516,A-db5e9e,,,68,low,18,5.0,
T-12e968,A-de58ca,,,59,medium,125,4.0,
T-0037fe,A-e4bf56,,,4,urgent,78,3.0,
T-01bdb9,A-625d0b,,,43,low,34,3.0,
T-ee390f,A-410e86,,,22,medium,125,4.0,
T-8d7ff3,A-eb7fac,,,5,urgent,147,4.0,
T-2572b1,A-712f1c,,,42,urgent,88,5.0,
T-45bddf,A-a45270,,,69,urgent,120,4.0,
T-4537a8,A-7c5768,,,5,urgent,150,3.0,
T-6804d9,A-39b19f,,,59,high,26,3.0,
T-1df6ee,A-34d880,,,32,low,131,3.0,
T-6511fb,A-1e1b80,,,31,high,32,3.0,
T-7ad7ec,A-d4ac0e,,,28,high,53,4.0,
T-1c02f2,A-417d2f,,,44,urgent,113,4.0,
T-0374bc,A-f446b6,,,38,urgent,53,3.0,
T-5d8f79,A-fb186e,,,35,medium,92,4.0,
T-cee549,A-b07346,,,5,urgent,37,3.0,
T-fe219c,A-2d1036,,,64,high,3,4.0,
T-2912e9,A-5ed98d,,,14,medium,133,4.0,
T-c78f8a,A-e4144b,,,62,medium,175,4.0,
T-429ce0,A-39ddf4,,,1,high,17,5.0,
T-f72f97,A-de24d5,,,41,medium,99,3.0,
T-d1723a,A-328bd0,,,8,medium,57,4.0,
T-512dec,A-0532a9,,,25,medium,127,4.0,
T-36b118,A-84ebe4,,,11,high,128,4.0,
T-bd85e1,A-3a5ad8,,,65,high,22,4.0,
T-089718,A-812c5b,,,13,medium,105,4.0,
T-4f0baf,A-94d3da,,,27,urgent,60,4.0,
T-ced7f6,A-f1f639,,,19,low,27,5.0,
T-cfb0cf,A-10b8da,,,33,low,77,3.0,
T-769e8b,A-35083d,,,33,high,176,5.0,
T-f0b00c,A-4437e4,,,18,medium,179,3.0,
T-c0657b,A-9289f6,,,50,low,155,4.0,
T-4db443,A-08e34e,,,31,low,15,4.0,
T-19a57f,A-2edab2,,,48,low,34,4.0,
T-8639ca,A-8e47ca,,,72,medium,145,5.0,
T-26d259,A-712f1c,,,56,low,96,4.0,
T-cc9f02,A-5790f4,,,30,urgent,80,4.0,
T-d3c23c,A-396e5f,,,2,low,166,4.0,
T-35e9e6,A-b7b7b7,,,41,medium,37,5.0,
T-36db9a,A-6a7c9d,,,48,high,125,5.0,
T-9130f4,A-3d957b,,,26,high,73,4.0,
T-52b693,A-e61e98,,,24,high,10,5.0,
T-97f5bb,A-31ab9a,,,21,medium,6,3.0,
T-633a99,A-016043,,,12,high,63,4.0,
T-678cb9,A-463db0,,,66,medium,39,4.0,
T-a5b987,A-158f4e,,,23,high,156,4.0,
T-94fe73,A-3a7284,,,67,urgent,56,4.0,
T-399f72,A-37f969,,,11,high,154,3.0,
T-8f66c9,A-c1dfe1,,,65,high,110,4.0,
T-ec5618,A-1986ca,,,62,low,175,3.0,
T-1160c9,A-afa505,,,37,medium,58,3.0,
T-512f1f,A-fd9422,,,37,high,141,3.0,
T-2d97f8,A-4814a3,,,24,urgent,20,4.0,
T-ce367c,A-533452,,,20,urgent,30,4.0,
T-10fe26,A-560d27,,,4,medium,29,5.0,
T-9bb4f6,A-7f4db3,,,8,medium,14,4.0,
T-a2dd12,A-18793f,,,33,high,168,4.0,
T-1742e2,A-7dacce,,,37,high,32,4.0,
T-a661ac,A-9b9fe9,,,71,low,161,4.0,
T-17de9f,A-3932db,,,34,medium,46,4.0,
T-b7bd24,A-9f0b68,,,37,low,78,4.0,
T-04752b,A-9badbd,,,28,high,155,4.0,
T-90e0e9,A-89ee83,,,51,medium,36,4.0,
T-77863a,A-e60f9d,,,71,urgent,132,4.0,
T-eecc2f,A-c9bb3e,,,4,high,73,4.0,
T-6014e5,A-e7beab,,,57,high,161,3.0,
T-0a20f3,A-7f6b86,,,65,medium,156,3.0,
T-415f6a,A-bd4708,,,29,urgent,2,4.0,
T-afb450,A-e83938,,,41,low,171,4.0,
T-b8b946,A-cc1d8d,,,62,medium,126,4.0,
T-e771c5,A-0f3e88,,,65,low,4,4.0,
T-65eac5,A-b07b56,,,15,urgent,104,4.0,
T-4ad95c,A-118d55,,,50,medium,122,4.0,
T-7bfd11,A-bb1eaa,,,24,low,11,4.0,
T-55f338,A-cdf020,,,12,high,5,3.0,
T-30918a,A-c7ffc2,,,65,high,29,3.0,
T-035ec1,A-df10db,,,69,medium,127,3.0,
T-35cdd0,A-c16101,,,17,high,67,4.0,
T-43635f,A-de58ca,,,34,medium,152,4.0,
T-192ed5,A-3932db,,,61,low,74,4.0,
T-890bef,A-39ddf4,,,7,high,109,4.0,
T-dd8c7f,A-439b2f,,,30,urgent,66,4.0,
T-c88d4c,A-82d8a6,,,53,urgent,163,4.0,
T-30e7ba,A-31ab9a,,,47,high,58,4.0,
T-cfbf16,A-249769,,,63,low,13,5.0,
T-ab3873,A-8b0451,,,16,urgent,115,4.0,
T-db8ee9,A-05f0e5,,,13,medium,58,4.0,
T-11a32d,A-94c3cd,,,54,urgent,86,4.0,
T-01fc55,A-faa28c,,,70,urgent,22,5.0,
T-d1168e,A-65a46c,,,51,urgent,103,5.0,
T-23bb61,A-756192,,,36,low,171,3.0,
T-ac09fb,A-751bd4,,,15,high,97,4.0,
T-ed8926,A-32728c,,,29,medium,72,4.0,
T-675f77,A-af0cd2,,,58,low,173,4.0,
T-0134fb,A-c16101,,,34,urgent,70,4.0,
T-5cfb64,A-5a92e7,,,69,low,136,4.0,
T-27abc5,A-4c56c9,,,50,high,61,3.0,
T-0b8b7d,A-3b5cd1,,,24,low,53,4.0,
T-30849e,A-e51ec7,,,15,low,99,4.0,
T-5dc1bf,A-86cdb4,,,33,urgent,129,4.0,
T-0cfcc4,A-69fad4,,,1,urgent,164,4.0,
T-1f3e8a,A-f03140,,,12,medium,132,4.0,
T-4bfec4,A-09316c,,,40,low,105,3.0,
T-2fdfe5,A-05d3b3,,,39,low,114,4.0,
T-07ff37,A-b54c01,,,42,high,106,4.0,
T-484790,A-0f6450,,,42,urgent,102,4.0,
T-37b3f3,A-e40f45,,,21,high,132,5.0,
T-a96055,A-e43bf7,,,49,medium,9,4.0,
T-a1823c,A-50bb9f,,,56,urgent,25,4.0,
T-5faeda,A-92a333,,,4,high,55,4.0,
T-ac9630,A-13466a,,,5,high,130,5.0,
T-d890d5,A-6da850,,,12,high,131,4.0,
T-37e292,A-ac14bb,,,28,low,38,4.0,
T-4c0c16,A-6dee43,,,69,urgent,108,4.0,
T-2873de,A-10b8f2,,,12,low,59,3.0,
T-b5076f,A-712533,,,67,medium,53,3.0,
T-68fee5,A-5ed98d,,,16,urgent,114,4.0,
T-3329cb,A-592832,,,9,low,123,5.0,
T-38a3f8,A-5c9849,,,66,low,41,4.0,
T-f2c439,A-f6b2fb,,,69,medium,70,3.0,
T-39424e,A-ccc747,,,5,medium,137,4.0,
T-856bdd,A-508199,,,48,low,52,4.0,
T-c9a926,A-6a4e2d,,,15,low,126,5.0,
T-c7f28d,A-ffc04f,,,14,low,9,4.0,
T-1a8ff8,A-e61e98,,,2,low,44,5.0,
T-6ff72c,A-241e75,,,26,high,178,5.0,
T-ba2219,A-463db0,,,58,urgent,179,4.0,
T-ab7721,A-22f2df,,,61,urgent,19,4.0,
T-ae3a16,A-186a44,,,51,low,97,4.0,
T-9aee85,A-9ee962,,,39,medium,155,4.0,
T-e17f8c,A-ac85cd,,,17,low,66,4.0,
T-31cd64,A-eb7c38,,,41,urgent,33,4.0,
T-814d7e,A-313be3,,,39,low,141,5.0,
T-984352,A-417d2f,,,10,high,129,4.0,
T-ad5807,A-443b7c,,,14,high,14,4.0,
T-7af423,A-149a69,,,9,medium,172,4.0,
T-162d1f,A-a0ca4e,,,60,high,77,4.0,
T-b2925a,A-eb7fac,,,71,low,172,4.0,
T-e3507b,A-e98302,,,14,high,95,4.0,
T-88abc2,A-ad64c6,,,12,high,159,4.0,
T-b348cc,A-cbd1a3,,,33,urgent,145,4.0,
T-42f242,A-922109,,,49,high,104,3.0,
T-1df364,A-c70870,,,19,medium,127,4.0,
T-6b8b96,A-d27f50,,,60,urgent,101,3.0,
T-2fa50a,A-b9f5b1,,,37,medium,17,4.0,
T-f4bc90,A-503d5a,,,11,high,27,3.0,
T-fecc33,A-712f1c,,,31,low,121,3.0,
T-a2665a,A-cea1f0,,,28,urgent,161,4.0,
T-b77fc1,A-558c72,,,66,high,83,4.0,
T-42c4fb,A-17939a,,,8,urgent,50,4.0,
T-7a1469,A-503d5a,,,64,medium,27,4.0,
T-186d63,A-cbbe12,,,26,medium,40,4.0,
T-581c3c,A-4c56c9,,,29,high,8,3.0,
T-93e27e,A-8bde0c,,,55,high,42,4.0,
T-5ac967,A-4814a3,,,12,urgent,161,4.0,
T-6086c6,A-cd458b,,,2,urgent,84,5.0,
T-ca2383,A-81edc3,,,60,high,79,5.0,
T-271d67,A-40a557,,,1,urgent,1,4.0,
T-2a6f2e,A-cc98bc,,,1,low,159,4.0,
T-7cab7d,A-c37cab,,,1,low,28,4.0,
T-1ce30f,A-82d8a6,,,26,medium,37,4.0,
T-ea65ad,A-8b0451,,,6,medium,79,4.0,
T-44b8e5,A-de24d5,,,65,low,4,4.0,
T-0111f8,A-96e141,,,23,high,95,5.0,
T-d82e4d,A-f446b6,,,51,urgent,120,4.0,
T-e5a027,A-40a557,,,1,urgent,44,4.0,
T-b123d2,A-32fb14,,,7,low,89,4.0,
T-8a2ad9,A-d922bf,,,71,low,125,4.0,
T-46e5ce,A-089363,,,59,high,46,4.0,
T-e481c6,A-856b1e,,,51,low,22,4.0,
T-9d8a29,A-c222ab,,,37,urgent,131,4.0,
T-bafc8d,A-c42f1f,,,1,high,122,4.0,
T-94b674,A-f25509,,,44,urgent,78,4.0,
T-92101f,A-202b67,,,35,high,51,5.0,
T-cd3896,A-17939a,,,26,high,35,5.0,
T-b52677,A-53f4e3,,,6,high,138,3.0,
T-3ef55f,A-098560,,,1,high,174,3.0,
T-8b1323,A-2edab2,,,12,medium,116,4.0,
T-d2f0e5,A-8b0451,,,20,urgent,17,4.0,
T-a2f9f7,A-f19b24,,,58,medium,75,4.0,
T-d9600d,A-98a59a,,,27,urgent,106,4.0,
T-287662,A-a7bd4b,,,40,medium,57,3.0,
T-7932c2,A-f17767,,,9,urgent,132,5.0,
T-1cf7fa,A-39ddf4,,,12,high,21,4.0,
T-24d5c4,A-4f18f0,,,56,high,79,4.0,
T-7d2f68,A-fd7ad3,,,59,low,167,5.0,
T-d5e980,A-22d9d2,,,18,low,137,4.0,
T-d80204,A-684255,,,29,medium,6,5.0,
T-ae53a2,A-0532a9,,,59,low,165,4.0,
T-056a79,A-c43359,,,32,urgent,103,4.0,
T-27e2a5,A-9f9299,,,67,low,42,4.0,
T-f73830,A-51ec1b,,,71,low,174,4.0,
T-182de8,A-993085,,,31,low,108,4.0,
T-cb1b0e,A-a33200,,,56,urgent,46,5.0,
T-54b828,A-c42f1f,,,22,low,150,5.0,
T-f0ff14,A-b179bf,,,12,urgent,17,4.0,
T-72f058,A-118d55,,,9,high,82,4.0,
T-ed12da,A-702032,,,36,medium,34,3.0,
T-b3f296,A-05f0e5,,,11,high,91,4.0,
T-2bec1c,A-6dee43,,,15,high,51,4.0,
T-22afc4,A-cdf020,,,35,urgent,3,4.0,
T-8e58b9,A-cc1d8d,,,3,high,106,4.0,
T-01387f,A-854864,,,45,low,74,5.0,
T-9f4e20,A-7a0d69,,,36,urgent,83,4.0,
T-374bd7,A-038089,,,17,low,36,4.0,
T-a65795,A-d77f4c,,,8,urgent,82,5.0,
T-d552c8,A-94f8c9,,,22,urgent,93,5.0,
T-c6ebe1,A-331424,,,20,medium,154,4.0,
T-2f3247,A-716841,,,4,low,48,4.0,
T-5117fb,A-c7e58b,,,65,medium,64,3.0,
T-c1b39d,A-92a333,,,44,low,103,4.0,
T-f99a2c,A-4a267b,,,1,medium,61,3.0,
T-83edca,A-3f9cc0,,,12,urgent,99,5.0,
T-721dbc,A-53f4e3,,,12,urgent,54,4.0,
T-592ec1,A-544d0a,,,27,low,161,5.0,
T-bccf47,A-0b0d6d,,,15,high,92,4.0,
T-381eff,A-9f9299,,,35,low,139,5.0,
T-115c3c,A-95b24a,,,9,medium,162,5.0,
T-3d0cfa,A-1e6fc3,,,23,urgent,50,3.0,
T-ac71c9,A-186a44,,,8,high,155,3.0,
T-bf29da,A-0cc442,,,58,urgent,110,3.0,
T-b3feb3,A-f5641b,,,69,high,121,3.0,
T-c6fa3a,A-7c6b6b,,,53,low,96,5.0,
T-b5fa1f,A-44dc83,,,16,medium,57,4.0,
T-d51d42,A-ba6516,,,9,low,149,5.0,
T-ba8b3a,A-d4ac0e,,,22,high,40,4.0,
T-dba043,A-32fb14,,,62,urgent,60,5.0,
T-0bb5ac,A-7920cc,,,13,low,9,4.0,
T-cff159,A-180abf,,,65,medium,138,4.0,
T-2b5ff8,A-0651a4,,,66,high,32,5.0,
T-79d436,A-05f0e5,,,20,high,177,4.0,
T-8da35c,A-7f4db3,,,15,urgent,60,3.0,
T-611dd3,A-44dc83,,,59,high,169,5.0,
T-12a740,A-87aa7b,,,22,urgent,147,4.0,
T-9656b4,A-f51f16,,,58,urgent,172,4.0,
T-10fc64,A-7f4db3,,,12,medium,75,4.0,
T-069c43,A-1986ca,,,50,high,53,3.0,
T-263799,A-d4e0d4,,,29,medium,6,4.0,
T-89a21e,A-b07b56,,,55,high,113,4.0,
T-0ba1a8,A-f25509,,,54,urgent,72,5.0,
T-7e4e70,A-20736a,,,47,low,26,5.0,
T-20af37,A-faa28c,,,54,low,174,4.0,
T-d5f42b,A-18793f,,,66,low,81,3.0,
T-d895b8,A-ed510f,,,32,low,45,3.0,
T-db932a,A-9779ad,,,10,urgent,92,4.0,
T-784b41,A-dcc3f1,,,23,medium,21,4.0,
T-fdf135,A-34ea2f,,,44,urgent,65,4.0,
T-7905fa,A-55f257,,,43,low,175,4.0,
T-4a53fe,A-e40f45,,,49,low,153,4.0,
T-0238f9,A-443b7c,,,5,medium,81,4.0,
T-762081,A-068fc6,,,43,urgent,118,5.0,
T-8e6d12,A-6f50ae,,,1,high,83,4.0,
T-fcfcf7,A-89ee83,,,5,low,82,4.0,
T-fe6445,A-a865bd,,,21,urgent,9,4.0,
T-ce0f83,A-296d7c,,,72,urgent,68,3.0,
T-5752a2,A-95b24a,,,47,urgent,82,4.0,
T-c1ac80,A-342303,,,66,high,125,4.0,
T-7eaf4c,A-86902e,,,34,low,63,3.0,
T-7f775b,A-59f724,,,3,high,154,4.0,
T-e11f4e,A-92a333,,,20,medium,64,4.0,
T-bbad1e,A-3793ee,,,52,low,178,4.0,
T-e0d92c,A-31ab9a,,,23,urgent,37,4.0,
T-6533ba,A-90a8c8,,,27,medium,1,3.0,
T-2b3584,A-f9cc74,,,33,low,120,5.0,
T-9d29d0,A-34ea2f,,,45,low,60,4.0,
T-c6eb1f,A-2b9d3e,,,43,urgent,43,4.0,
T-7f7908,A-78f02b,,,8,low,2,3.0,
T-508ea0,A-9289f6,,,12,high,53,3.0,
T-f402a9,A-e888d1,,,28,high,91,5.0,
T-731aca,A-139c3b,,,14,high,36,4.0,
T-7a57cf,A-0f6450,,,31,medium,59,5.0,
T-e766b0,A-00bed1,,,66,high,98,4.0,
