subscription_id,account_id,start_date,end_date,plan_tier,seats,mrr_amount,arr_amount,is_trial,upgrade_flag,downgrade_flag,churn_flag,billing_frequency,auto_renew_flag
S-58b22d,A-6f50ae,,,Enterprise,19,3781,45372,,,,,monthly,
S-42daaa,A-08e34e,,,Basic,77,1463,17556,,,,,annual,
S-fa0d9e,A-726cfa,,,Enterprise,38,7562,90744,,,,,monthly,
S-55c61c,A-8b0451,,,Enterprise,41,8159,97908,,,,,annual,
S-9917a2,A-ac14bb,,,Pro,26,0,0,,,,,annual,
S-154918,A-c1dfe1,,,Basic,26,494,5928,,,,,monthly,
S-20152a,A-fabe19,,,Enterprise,33,0,0,,,,,annual,
S-f0e08e,A-69b156,,,Enterprise,13,2587,31044,,,,,monthly,
S-0896f4,A-781cc0,,,Basic,12,228,2736,,,,,annual,
S-328ac2,A-417d2f,,,Pro,4,196,2352,,,,,annual,
S-4df118,A-86fc1d,,,Basic,26,494,5928,,,,,monthly,
S-01bbff,A-de24d5,,,Basic,5,95,1140,,,,,annual,
S-31d765,A-7dacce,,,Pro,12,0,0,,,,,annual,
S-c64b73,A-de58ca,,,Pro,15,735,8820,,,,,annual,
S-720940,A-2bc93d,,,Basic,20,380,4560,,,,,monthly,
S-e753fa,A-a6d261,,,Pro,28,1372,16464,,,,,annual,
S-755502,A-5a3eb9,,,Enterprise,18,3582,42984,,,,,annual,
S-5480a7,A-94d3da,,,Enterprise,41,8159,97908,,,,,annual,
S-db7a77,A-7df7a7,,,Enterprise,15,2985,35820,,,,,annual,
S-6403db,A-37f969,,,Basic,51,969,11628,,,,,monthly,
S-22f096,A-c58f49,,,Enterprise,70,13930,167160,,,,,monthly,
S-20f1bd,A-bb2f49,,,Pro,16,784,9408,,,,,monthly,
S-bbff6f,A-df10db,,,Pro,26,1274,15288,,,,,monthly,
S-3a694d,A-781cc0,,,Pro,20,980,11760,,,,,monthly,
S-e1820e,A-0651a4,,,Enterprise,19,3781,45372,,,,,annual,
S-67595c,A-508199,,,Basic,27,513,6156,,,,,annual,
S-17fb4d,A-71615e,,,Enterprise,15,2985,35820,,,,,monthly,
S-f8a794,A-dec005,,,Enterprise,31,6169,74028,,,,,monthly,
S-dc1c10,A-139c3b,,,Basic,29,551,6612,,,,,annual,
S-59d050,A-751c58,,,Pro,45,2205,26460,,,,,monthly,
S-a3b329,A-3a7284,,,Basic,37,703,8436,,,,,monthly,
S-2881e0,A-42e5e1,,,Pro,1,49,588,,,,,annual,
S-5d532c,A-cd458b,,,Enterprise,10,1990,23880,,,,,monthly,
S-f9c661,A-1e50e0,,,Enterprise,19,3781,45372,,,,,annual,
S-817e4b,A-42b791,,,Enterprise,75,14925,179100,,,,,annual,
S-59be40,A-94f8c9,,,Basic,13,247,2964,,,,,annual,
S-d82234,A-d77f4c,,,Pro,4,196,2352,,,,,annual,
S-68f388,A-671f31,,,Basic,59,1121,13452,,,,,monthly,
S-eae806,A-c37601,,,Enterprise,54,10746,128952,,,,,monthly,
S-1f0d7f,A-32728c,,,Basic,20,380,4560,,,,,annual,
S-544f34,A-fdfc91,,,Pro,29,1421,17052,,,,,monthly,
S-e71203,A-117171,,,Enterprise,45,8955,107460,,,,,monthly,
S-a53eac,A-9077b0,,,Basic,2,0,0,,,,,monthly,
S-efdeae,A-3793ee,,,Enterprise,49,9751,117012,,,,,monthly,
S-29ccb8,A-eb1312,,,Basic,25,475,5700,,,,,annual,
S-467016,A-e83938,,,Enterprise,7,1393,16716,,,,,monthly,
S-12a13c,A-40a557,,,Enterprise,16,3184,38208,,,,,monthly,
S-82ffca,A-508199,,,Enterprise,19,3781,45372,,,,,annual,
S-85b5ce,A-e7a1e2,,,Basic,10,190,2280,,,,,annual,
S-c1c645,A-443b7c,,,Basic,4,76,912,,,,,annual,
S-02984e,A-2e3bad,,,Enterprise,61,12139,145668,,,,,annual,
S-15e705,A-adc1f3,,,Pro,9,441,5292,,,,,annual,
S-0a19d1,A-5b4ebb,,,Enterprise,21,4179,50148,,,,,annual,
S-d50d25,A-6f50ae,,,Pro,19,931,11172,,,,,annual,
S-cb2ad3,A-52dd88,,,Basic,28,532,6384,,,,,annual,
S-15afd8,A-5c046d,,,Enterprise,93,18507,222084,,,,,annual,
S-e79dbc,A-2e4581,,,Pro,66,0,0,,,,,monthly,
S-33200e,A-f5641b,,,Enterprise,31,6169,74028,,,,,monthly,
S-d5eae3,A-e7a1e2,,,Enterprise,12,2388,28656,,,,,monthly,
S-f20079,A-8ae3fc,,,Basic,20,380,4560,,,,,monthly,
S-93622a,A-d4ac0e,,,Basic,156,0,0,,,,,monthly,
S-c62bb7,A-0a62f5,,,Enterprise,16,3184,38208,,,,,monthly,
S-6696a0,A-82861f,,,Basic,41,779,9348,,,,,monthly,
S-510999,A-7da956,,,Enterprise,13,0,0,,,,,monthly,
S-255846,A-9a532a,,,Enterprise,33,6567,78804,,,,,monthly,
S-fd8bb6,A-337bc1,,,Pro,30,1470,17640,,,,,monthly,
S-d7461b,A-fa3095,,,Pro,70,3430,41160,,,,,monthly,
S-2361ec,A-c45b23,,,Enterprise,26,5174,62088,,,,,annual,
S-9c47f6,A-5b1bcd,,,Pro,73,0,0,,,,,annual,
S-c20518,A-b2af2e,,,Enterprise,5,995,11940,,,,,monthly,
S-cdf835,A-f19409,,,Pro,23,1127,13524,,,,,monthly,
S-cde2c6,A-dec005,,,Enterprise,21,4179,50148,,,,,monthly,
S-af6974,A-86cdb4,,,Pro,18,882,10584,,,,,annual,
S-38c5fd,A-32fb14,,,Basic,26,494,5928,,,,,annual,
S-7bf6d8,A-fe79a5,,,Basic,9,0,0,,,,,annual,
S-ada98e,A-2789e3,,,Basic,11,209,2508,,,,,annual,
S-3a3be9,A-1b707d,,,Basic,8,152,1824,,,,,annual,
S-d4e525,A-7988d1,,,Basic,33,627,7524,,,,,annual,
S-8a6579,A-80eeb6,,,Basic,22,418,5016,,,,,annual,
S-db7a97,A-e60f9d,,,Enterprise,48,9552,114624,,,,,monthly,
S-699110,A-fda07f,,,Enterprise,27,5373,64476,,,,,annual,
S-f5f52a,A-7641d3,,,Pro,8,392,4704,,,,,annual,
S-748318,A-726cfa,,,Basic,14,266,3192,,,,,annual,
S-bb7eef,A-798a3f,,,Basic,31,589,7068,,,,,annual,
S-af6536,A-13466a,,,Enterprise,40,7960,95520,,,,,monthly,
S-5f75b5,A-1b707d,,,Enterprise,19,3781,45372,,,,,annual,
S-6f47c5,A-0b0d6d,,,Enterprise,13,2587,31044,,,,,annual,
S-552434,A-7f4db3,,,Pro,79,3871,46452,,,,,annual,
S-86615c,A-592832,,,Enterprise,26,5174,62088,,,,,monthly,
S-778307,A-f17767,,,Pro,23,1127,13524,,,,,monthly,
S-1e1853,A-089363,,,Enterprise,26,5174,62088,,,,,monthly,
S-e371b7,A-310452,,,Enterprise,50,9950,119400,,,,,monthly,
S-36885c,A-02cd81,,,Pro,44,0,0,,,,,annual,
S-304f59,A-625d0b,,,Basic,25,0,0,,,,,annual,
S-3e5d57,A-503d5a,,,Basic,25,0,0,,,,,annual,
S-013f5c,A-40de06,,,Pro,35,0,0,,,,,annual,
S-acb7af,A-8adedc,,,Enterprise,4,0,0,,,,,annual,
S-9fae95,A-96bbc6,,,Enterprise,56,11144,133728,,,,,annual,
S-70cf3c,A-3b5cd1,,,Pro,13,637,7644,,,,,monthly,
S-d26bbf,A-054577,,,Pro,35,1715,20580,,,,,monthly,
S-f7ef84,A-b11cd0,,,Pro,26,1274,15288,,,,,annual,
S-7480e6,A-524364,,,Enterprise,43,8557,102684,,,,,annual,
S-b95b76,A-dbc825,,,Pro,19,931,11172,,,,,monthly,
S-639754,A-034368,,,Basic,19,0,0,,,,,monthly,
S-06e3cd,A-42e5e1,,,Basic,22,0,0,,,,,monthly,
S-0e43ee,A-09540c,,,Enterprise,67,13333,159996,,,,,monthly,
S-a408fe,A-02fac6,,,Pro,22,1078,12936,,,,,monthly,
S-916cca,A-e51ec7,,,Basic,3,0,0,,,,,annual,
S-332e0d,A-3b5cd1,,,Pro,13,0,0,,,,,monthly,
S-5798f3,A-d77f4c,,,Pro,7,343,4116,,,,,monthly,
S-ea389c,A-df10db,,,Basic,14,266,3192,,,,,monthly,
S-8932ce,A-fa3095,,,Basic,70,1330,15960,,,,,monthly,
S-14d515,A-eb7c38,,,Enterprise,33,6567,78804,,,,,monthly,
S-99efdc,A-4e44e8,,,Enterprise,17,3383,40596,,,,,annual,
S-183502,A-4e960a,,,Enterprise,71,14129,169548,,,,,monthly,
S-7ff88c,A-b7ef83,,,Pro,12,588,7056,,,,,monthly,
S-583674,A-7c5768,,,Pro,6,0,0,,,,,monthly,
S-6e0386,A-2d4502,,,Enterprise,22,4378,52536,,,,,monthly,
S-79535e,A-4a4c2d,,,Pro,54,2646,31752,,,,,monthly,
S-180ae3,A-cab532,,,Pro,11,539,6468,,,,,annual,
S-31be9c,A-5f2961,,,Basic,55,1045,12540,,,,,monthly,
S-183460,A-310452,,,Basic,9,171,2052,,,,,annual,
S-2b608a,A-adc1f3,,,Basic,16,0,0,,,,,monthly,
S-499ea3,A-c16cf7,,,Enterprise,24,4776,57312,,,,,monthly,
S-a916c8,A-3cc791,,,Basic,12,0,0,,,,,monthly,
S-4e563b,A-10b8f2,,,Basic,103,1957,23484,,,,,annual,
S-f4e0a6,A-e61e98,,,Basic,19,361,4332,,,,,monthly,
S-7717d6,A-378b99,,,Enterprise,32,0,0,,,,,monthly,
S-ff4e21,A-7a0d69,,,Pro,6,294,3528,,,,,annual,
S-40b133,A-432483,,,Basic,4,0,0,,,,,annual,
S-92f228,A-779e4e,,,Basic,9,171,2052,,,,,annual,
S-2aec7e,A-ce66f8,,,Basic,29,551,6612,,,,,annual,
S-78f326,A-4c38bc,,,Basic,36,0,0,,,,,monthly,
S-0e12d4,A-a45270,,,Pro,13,637,7644,,,,,monthly,
S-9093cf,A-8ed5dd,,,Enterprise,30,5970,71640,,,,,monthly,
S-db94ad,A-313be3,,,Enterprise,47,0,0,,,,,annual,
S-59edf9,A-427b69,,,Basic,17,323,3876,,,,,monthly,
S-e854de,A-18793f,,,Pro,148,7252,87024,,,,,monthly,
S-28eeec,A-89ee83,,,Pro,2,98,1176,,,,,annual,
S-b93c11,A-9f9299,,,Basic,28,532,6384,,,,,monthly,
S-6cb3d7,A-fd7ad3,,,Pro,11,539,6468,,,,,annual,
S-bbdf5c,A-b7ef83,,,Enterprise,8,1592,19104,,,,,monthly,
S-5b8c4f,A-7c5768,,,Basic,8,152,1824,,,,,monthly,
S-6b9696,A-c16cf7,,,Basic,35,665,7980,,,,,annual,
S-9f009b,A-68f37c,,,Basic,16,0,0,,,,,monthly,
S-8317da,A-d49cc5,,,Basic,50,950,11400,,,,,monthly,
S-d61866,A-f17767,,,Enterprise,6,1194,14328,,,,,monthly,
S-0b8b0c,A-f17767,,,Enterprise,1,199,2388,,,,,monthly,
S-084930,A-c1e51e,,,Enterprise,3,597,7164,,,,,monthly,
S-2abab6,A-ae052e,,,Pro,39,0,0,,,,,monthly,
S-6b144c,A-3cc791,,,Basic,16,304,3648,,,,,annual,
S-0efc9b,A-4bfa33,,,Basic,12,228,2736,,,,,monthly,
S-f690e0,A-1f559b,,,Basic,7,133,1596,,,,,monthly,
S-6ac338,A-2b9d3e,,,Basic,28,532,6384,,,,,annual,
S-f52c97,A-40de06,,,Basic,28,532,6384,,,,,annual,
S-8b00ff,A-40906c,,,Enterprise,92,18308,219696,,,,,annual,
S-c7f25a,A-87aa7b,,,Basic,25,475,5700,,,,,monthly,
S-dbee03,A-49b828,,,Basic,9,171,2052,,,,,monthly,
S-1f15a2,A-7f4db3,,,Basic,39,0,0,,,,,annual,
S-3da8ee,A-271f46,,,Enterprise,46,9154,109848,,,,,monthly,
S-51dfbc,A-7f8241,,,Pro,34,1666,19992,,,,,monthly,
S-027102,A-3c1a3f,,,Enterprise,3,597,7164,,,,,annual,
S-d6f31b,A-b20d99,,,Enterprise,20,3980,47760,,,,,monthly,
S-b5b39a,A-1f0636,,,Pro,105,0,0,,,,,annual,
S-7ab956,A-53f4e3,,,Basic,13,247,2964,,,,,annual,
S-0a7396,A-54d94a,,,Pro,27,1323,15876,,,,,monthly,
S-337c84,A-2bc93d,,,Basic,29,551,6612,,,,,annual,
S-b8c3e6,A-8ae05d,,,Enterprise,86,0,0,,,,,monthly,
S-cd5968,A-ee42db,,,Pro,13,637,7644,,,,,monthly,
S-dc3e11,A-2f6a32,,,Pro,19,931,11172,,,,,monthly,
S-b18409,A-92a3af,,,Pro,25,1225,14700,,,,,monthly,
S-d365af,A-4e44e8,,,Basic,11,209,2508,,,,,annual,
S-eaf2e2,A-427b69,,,Pro,17,833,9996,,,,,annual,
S-b7482e,A-cbd1a3,,,Basic,34,646,7752,,,,,annual,
S-74704b,A-cb5333,,,Pro,33,1617,19404,,,,,monthly,
S-f8e091,A-34d880,,,Enterprise,5,995,11940,,,,,monthly,
S-41d741,A-65aeb5,,,Basic,28,532,6384,,,,,annual,
S-79e254,A-474ad4,,,Pro,53,2597,31164,,,,,annual,
S-2d21b9,A-b7b7b7,,,Pro,24,1176,14112,,,,,annual,
S-d56460,A-d62e02,,,Enterprise,16,3184,38208,,,,,annual,
S-8921cb,A-50bb9f,,,Enterprise,35,6965,83580,,,,,monthly,
S-920d64,A-b7724f,,,Basic,12,228,2736,,,,,annual,
S-ae7a5d,A-22f2df,,,Pro,15,735,8820,,,,,annual,
S-d518e8,A-e4144b,,,Basic,41,0,0,,,,,monthly,
S-3f1bb5,A-7e0a10,,,Basic,46,874,10488,,,,,annual,
S-83ee41,A-ad3abd,,,Basic,44,836,10032,,,,,annual,
S-9eeb7e,A-029f69,,,Basic,11,209,2508,,,,,monthly,
S-649bb6,A-9f9299,,,Enterprise,28,5572,66864,,,,,annual,
S-9f8b23,A-118f1c,,,Enterprise,128,25472,305664,,,,,annual,
S-510009,A-0651a4,,,Enterprise,16,3184,38208,,,,,monthly,
S-295bac,A-779e4e,,,Enterprise,58,11542,138504,,,,,monthly,
S-b555de,A-af0cd2,,,Basic,19,361,4332,,,,,monthly,
S-1f5841,A-b30291,,,Basic,5,95,1140,,,,,annual,
S-0d6da2,A-e4144b,,,Enterprise,41,0,0,,,,,monthly,
S-5c4dd7,A-0b0d6d,,,Pro,21,1029,12348,,,,,annual,
S-904529,A-fe79a5,,,Basic,19,0,0,,,,,monthly,
S-eed91a,A-22d9d2,,,Pro,32,1568,18816,,,,,monthly,
S-71466f,A-d5a319,,,Basic,15,285,3420,,,,,annual,
S-24d48b,A-7c83a1,,,Pro,12,588,7056,,,,,annual,
S-518ce3,A-98a59a,,,Pro,148,0,0,,,,,annual,
S-0e0ec8,A-cc102e,,,Basic,13,247,2964,,,,,annual,
S-fe0869,A-d4e0d4,,,Enterprise,117,23283,279396,,,,,annual,
S-457294,A-fa3095,,,Enterprise,70,13930,167160,,,,,monthly,
S-3bb28f,A-37f969,,,Enterprise,30,5970,71640,,,,,monthly,
S-31d8aa,A-96bbc6,,,Pro,39,1911,22932,,,,,annual,
S-29c16b,A-afa505,,,Pro,70,3430,41160,,,,,monthly,
S-b3f2cb,A-812c5b,,,Enterprise,55,0,0,,,,,monthly,
S-5d6528,A-22d9d2,,,Enterprise,8,1592,19104,,,,,monthly,
S-dbb8b9,A-58b9ff,,,Pro,2,98,1176,,,,,monthly,
S-9f7ef0,A-b3fe05,,,Enterprise,46,9154,109848,,,,,monthly,
S-2178f0,A-b30291,,,Basic,5,0,0,,,,,monthly,
S-31cec4,A-34ea2f,,,Basic,8,152,1824,,,,,monthly,
S-a1426b,A-cc98bc,,,Basic,32,608,7296,,,,,annual,
S-5ea66d,A-503d5a,,,Enterprise,4,796,9552,,,,,annual,
S-4f9730,A-8adedc,,,Enterprise,25,0,0,,,,,monthly,
S-befdf1,A-68f37c,,,Basic,13,247,2964,,,,,monthly,
S-2b504d,A-6a4e2d,,,Enterprise,9,1791,21492,,,,,annual,
S-4484ae,A-b07346,,,Enterprise,51,10149,121788,,,,,monthly,
S-a2e1dd,A-c37cab,,,Enterprise,13,0,0,,,,,monthly,
S-00dea4,A-a6d261,,,Enterprise,15,2985,35820,,,,,monthly,
S-b73fdf,A-dbc825,,,Basic,19,361,4332,,,,,annual,
S-07e821,A-e61e98,,,Pro,37,1813,21756,,,,,monthly,
S-c8292c,A-cb5333,,,Basic,51,0,0,,,,,annual,
S-47b86b,A-524364,,,Pro,11,539,6468,,,,,monthly,
S-07976e,A-81edc3,,,Pro,5,245,2940,,,,,monthly,
S-412125,A-1b9609,,,Basic,16,304,3648,,,,,monthly,
S-1d15a7,A-1e50e0,,,Enterprise,19,3781,45372,,,,,monthly,
S-655049,A-9779ad,,,Basic,40,0,0,,,,,monthly,
S-9cfabf,A-0f3e88,,,Basic,7,133,1596,,,,,annual,
S-dd80e4,A-0532a9,,,Enterprise,21,4179,50148,,,,,annual,
S-1fb7ac,A-117171,,,Pro,45,2205,26460,,,,,annual,
S-576519,A-cc98bc,,,Enterprise,32,6368,76416,,,,,monthly,
S-b23ec5,A-3be56b,,,Enterprise,18,3582,42984,,,,,annual,
S-1cb993,A-84ebe4,,,Basic,18,342,4104,,,,,annual,
S-c87692,A-dcc2f0,,,Basic,15,285,3420,,,,,annual,
S-2aaa9c,A-4c38bc,,,Pro,36,1764,21168,,,,,monthly,
S-8426e7,A-42e5e1,,,Enterprise,22,4378,52536,,,,,annual,
S-ed857b,A-ad64c6,,,Enterprise,12,2388,28656,,,,,monthly,
S-2843fe,A-089363,,,Basic,2,0,0,,,,,monthly,
S-4c8e19,A-659280,,,Basic,17,323,3876,,,,,monthly,
S-b4b084,A-ced9aa,,,Enterprise,5,995,11940,,,,,monthly,
S-0802a4,A-a45270,,,Pro,79,3871,46452,,,,,annual,
S-37879d,A-9779ad,,,Pro,40,1960,23520,,,,,monthly,
S-8048cc,A-eb7c38,,,Basic,9,171,2052,,,,,annual,
S-c2a14b,A-526d93,,,Enterprise,43,8557,102684,,,,,annual,
S-549340,A-eb1312,,,Pro,25,1225,14700,,,,,monthly,
S-83d49e,A-dbc825,,,Pro,19,931,11172,,,,,annual,
S-2ad954,A-b9f5b1,,,Enterprise,42,0,0,,,,,monthly,
S-4e4ef4,A-9ee962,,,Pro,25,1225,14700,,,,,monthly,
S-a0d68d,A-c58f49,,,Basic,70,1330,15960,,,,,monthly,
S-f3f2bd,A-560d27,,,Basic,29,0,0,,,,,annual,
S-37a9e3,A-c608c8,,,Enterprise,11,2189,26268,,,,,monthly,
S-c9d475,A-1986ca,,,Enterprise,20,3980,47760,,,,,annual,
S-646813,A-a45270,,,Enterprise,14,0,0,,,,,monthly,
S-d0bab8,A-94f8c9,,,Basic,74,1406,16872,,,,,annual,
S-57bbae,A-a09355,,,Pro,14,686,8232,,,,,monthly,
S-59778a,A-f6b2fb,,,Enterprise,49,9751,117012,,,,,monthly,
S-94c40b,A-7c6b6b,,,Pro,26,1274,15288,,,,,annual,
S-b9c6ce,A-e1462e,,,Enterprise,15,0,0,,,,,monthly,
S-f1ffee,A-96215d,,,Enterprise,16,3184,38208,,,,,annual,
S-cc30c5,A-b78bf8,,,Basic,33,627,7524,,,,,monthly,
S-9fa60e,A-712426,,,Basic,9,171,2052,,,,,annual,
S-44c2c1,A-2d1036,,,Pro,69,3381,40572,,,,,annual,
S-3d6648,A-e2cd1b,,,Enterprise,15,0,0,,,,,monthly,
S-d97fa8,A-508199,,,Basic,19,361,4332,,,,,monthly,
S-398291,A-acb7f7,,,Enterprise,32,6368,76416,,,,,monthly,
S-d7ee6f,A-35083d,,,Enterprise,19,3781,45372,,,,,annual,
S-3663bb,A-de24d5,,,Enterprise,5,0,0,,,,,monthly,
S-81cd46,A-ced9aa,,,Enterprise,6,1194,14328,,,,,annual,
S-e6678a,A-54ecc2,,,Pro,4,196,2352,,,,,annual,
S-69b66d,A-6da850,,,Basic,25,475,5700,,,,,annual,
S-68565b,A-5c046d,,,Basic,93,1767,21204,,,,,annual,
S-00b0bc,A-089363,,,Enterprise,9,0,0,,,,,annual,
S-f6ca9e,A-c7ffc2,,,Enterprise,30,5970,71640,,,,,annual,
S-8fd696,A-dec005,,,Enterprise,54,10746,128952,,,,,annual,
S-71cb15,A-2d4502,,,Enterprise,34,6766,81192,,,,,annual,
S-37dc91,A-a1bbb6,,,Pro,15,0,0,,,,,annual,
S-6cf72f,A-a8d89d,,,Basic,17,0,0,,,,,monthly,
S-117d65,A-86902e,,,Basic,34,646,7752,,,,,annual,
S-529f0c,A-592832,,,Pro,18,0,0,,,,,monthly,
S-3d58c6,A-054577,,,Basic,34,646,7752,,,,,monthly,
S-b33593,A-7641d3,,,Pro,11,0,0,,,,,monthly,
S-c6287d,A-075038,,,Pro,17,833,9996,,,,,monthly,
S-a2cd6a,A-508199,,,Enterprise,19,0,0,,,,,monthly,
S-30a9dd,A-417d2f,,,Basic,8,0,0,,,,,annual,
S-eef0cd,A-600734,,,Pro,29,1421,17052,,,,,annual,
S-15a897,A-d26ab4,,,Enterprise,9,0,0,,,,,annual,
S-9ee11d,A-104f1a,,,Pro,24,1176,14112,,,,,monthly,
S-f76252,A-560d27,,,Basic,23,437,5244,,,,,annual,
S-d920e7,A-bc4d48,,,Enterprise,35,6965,83580,,,,,annual,
S-75985b,A-3793ee,,,Enterprise,49,0,0,,,,,monthly,
S-765a5f,A-c9bb3e,,,Pro,35,1715,20580,,,,,annual,
S-c318ea,A-ccb686,,,Enterprise,10,1990,23880,,,,,monthly,
S-964542,A-a8b49c,,,Enterprise,12,2388,28656,,,,,annual,
S-6c4770,A-fa3095,,,Enterprise,70,0,0,,,,,monthly,
S-694277,A-34d880,,,Enterprise,4,796,9552,,,,,monthly,
S-97fab7,A-8ed5dd,,,Basic,5,95,1140,,,,,annual,
S-fb4fae,A-39b19f,,,Enterprise,41,8159,97908,,,,,monthly,
S-7b211a,A-e5d6ab,,,Pro,32,1568,18816,,,,,annual,
S-da9362,A-b2225d,,,Basic,47,893,10716,,,,,annual,
S-79b038,A-b07b56,,,Basic,25,475,5700,,,,,annual,
S-9a6a1b,A-c16b88,,,Pro,23,0,0,,,,,annual,
S-82348a,A-4e960a,,,Basic,12,0,0,,,,,annual,
S-df0314,A-39ddf4,,,Pro,40,1960,23520,,,,,monthly,
S-dd5a4c,A-716841,,,Basic,161,3059,36708,,,,,annual,
S-54bb4e,A-54d94a,,,Basic,55,1045,12540,,,,,monthly,
S-d98caa,A-09316c,,,Enterprise,70,13930,167160,,,,,annual,
S-eea4ae,A-ffc04f,,,Pro,13,0,0,,,,,monthly,
S-bd02dd,A-eb7fac,,,Pro,12,588,7056,,,,,monthly,
S-6d4050,A-854864,,,Enterprise,20,3980,47760,,,,,monthly,
S-3bb329,A-1e1b80,,,Pro,50,2450,29400,,,,,monthly,
S-f639fb,A-9f2731,,,Pro,27,0,0,,,,,monthly,
S-466093,A-883b7d,,,Basic,78,1482,17784,,,,,annual,
S-8bbfcd,A-eb1312,,,Basic,25,475,5700,,,,,annual,
S-ff23a7,A-35083d,,,Pro,48,0,0,,,,,monthly,
S-c92099,A-7f4db3,,,Enterprise,24,4776,57312,,,,,annual,
S-188518,A-86fc1d,,,Enterprise,26,0,0,,,,,monthly,
S-4f8c90,A-32fb14,,,Basic,29,551,6612,,,,,annual,
S-495e57,A-bbc346,,,Pro,20,980,11760,,,,,annual,
S-3fbf9e,A-00bed1,,,Pro,28,1372,16464,,,,,monthly,
S-15be1c,A-b20d99,,,Pro,27,1323,15876,,,,,monthly,
S-a18ab0,A-309e54,,,Pro,15,735,8820,,,,,monthly,
S-008cab,A-202b67,,,Pro,11,539,6468,,,,,monthly,
S-09950d,A-5f2961,,,Enterprise,7,1393,16716,,,,,annual,
S-8b24a0,A-309e54,,,Pro,33,1617,19404,,,,,monthly,
S-648618,A-726cfa,,,Pro,21,1029,12348,,,,,monthly,
S-d9659f,A-aa9511,,,Enterprise,23,4577,54924,,,,,annual,
S-ddbad0,A-bad8c1,,,Basic,42,798,9576,,,,,monthly,
S-1f9da0,A-977ca0,,,Basic,11,209,2508,,,,,monthly,
S-74f146,A-18793f,,,Pro,148,7252,87024,,,,,monthly,
S-e0179e,A-69fad4,,,Pro,13,0,0,,,,,monthly,
S-8055fa,A-09540c,,,Basic,67,1273,15276,,,,,monthly,
S-c1446e,A-9289f6,,,Enterprise,22,0,0,,,,,monthly,
S-27e9ad,A-05f0e5,,,Basic,32,608,7296,,,,,annual,
S-c08805,A-6f8ad2,,,Pro,18,882,10584,,,,,annual,
S-4012d6,A-f92792,,,Pro,15,735,8820,,,,,annual,
S-4236fa,A-4437e4,,,Basic,17,323,3876,,,,,monthly,
S-a87c2f,A-4ae22a,,,Enterprise,28,5572,66864,,,,,annual,
S-3df6ee,A-afa505,,,Enterprise,70,13930,167160,,,,,monthly,
S-ca9532,A-309e54,,,Enterprise,15,2985,35820,,,,,annual,
S-be42e1,A-9f2731,,,Pro,39,0,0,,,,,annual,
S-7d4d45,A-474ad4,,,Basic,17,323,3876,,,,,annual,
S-3c5dab,A-7da956,,,Basic,13,247,2964,,,,,monthly,
S-e43d0d,A-de24d5,,,Enterprise,37,7363,88356,,,,,annual,
S-f5df4a,A-58b9ff,,,Pro,6,294,3528,,,,,annual,
S-9925b9,A-cea1f0,,,Basic,25,475,5700,,,,,annual,
S-1ff580,A-6965e1,,,Enterprise,13,2587,31044,,,,,monthly,
S-f40285,A-bb1eaa,,,Basic,21,399,4788,,,,,monthly,
S-c59502,A-bf7919,,,Enterprise,3,597,7164,,,,,monthly,
S-54283b,A-4c56c9,,,Enterprise,49,9751,117012,,,,,monthly,
S-b48787,A-02fac6,,,Pro,22,1078,12936,,,,,annual,
S-d859b7,A-66224b,,,Enterprise,92,0,0,,,,,annual,
S-49d73e,A-f44180,,,Enterprise,35,0,0,,,,,annual,
S-dfad0a,A-7d514c,,,Basic,17,0,0,,,,,monthly,
S-dec1fb,A-297a2d,,,Enterprise,36,7164,85968,,,,,monthly,
S-90a6c9,A-c37cab,,,Pro,46,0,0,,,,,monthly,
S-e339fb,A-c1e51e,,,Enterprise,14,2786,33432,,,,,annual,
S-f4a92a,A-ccb686,,,Pro,14,686,8232,,,,,annual,
S-d1f7ad,A-c222ab,,,Basic,32,608,7296,,,,,annual,
S-81fc45,A-5a215a,,,Pro,87,0,0,,,,,annual,
S-a25ed2,A-65aeb5,,,Enterprise,9,1791,21492,,,,,monthly,
S-51b3ed,A-702032,,,Basic,28,532,6384,,,,,annual,
S-d604ec,A-67be94,,,Basic,26,494,5928,,,,,monthly,
S-864b0c,A-f25509,,,Enterprise,32,6368,76416,,,,,annual,
S-4c4852,A-71615e,,,Basic,73,0,0,,,,,monthly,
S-7576bd,A-354f12,,,Enterprise,9,1791,21492,,,,,annual,
S-b41269,A-e5d6ab,,,Enterprise,15,2985,35820,,,,,annual,
S-786a36,A-5ed98d,,,Enterprise,24,4776,57312,,,,,annual,
S-264c8a,A-34d880,,,Enterprise,7,0,0,,,,,monthly,
S-196e49,A-0b0d6d,,,Basic,12,228,2736,,,,,monthly,
S-cda242,A-71615e,,,Pro,22,1078,12936,,,,,annual,
S-c3d6a2,A-7f29a7,,,Basic,41,779,9348,,,,,annual,
S-43c737,A-65aeb5,,,Enterprise,9,1791,21492,,,,,annual,
S-021ca9,A-9affe6,,,Basic,18,342,4104,,,,,monthly,
S-576aec,A-7e0a10,,,Pro,46,2254,27048,,,,,monthly,
S-6485d5,A-ac9111,,,Enterprise,21,4179,50148,,,,,monthly,
S-de7a48,A-ccc747,,,Pro,23,1127,13524,,,,,annual,
S-7d5bf1,A-92a3af,,,Enterprise,27,5373,64476,,,,,monthly,
S-83ee75,A-439b2f,,,Pro,26,1274,15288,,,,,monthly,
